RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Bánh Cuốn Nóng Thuỳ Linh,10.8237270000000,106.6871860000000,"150 Nguyễn Văn Nghi, Quận Gò Vấp, TP. HCM","Quán ăn, ","Bánh cuốn, Ăn vặt - Ăn nhẹ, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,22.000 -24.000,7.1,6.2,0.0,6.5,12
2,Na Coffee - Nguyễn Văn Bảo,10.8210470000000,106.6870910000000,"15 Nguyễn Văn Bảo, P. 4, Quận Gò Vấp, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Nước ngọt, Trà sữa, ","Món Việt, Tây Nguyên, ",05:45 - 22:00,05:45 - 22:00,05:45 - 22:00,05:45 - 22:00,05:45 - 22:00,05:45 - 22:00,05:45 - 22:00,yes,no,yes,10.000 -30.000,7.4,8.1,6.4,7.5,9
3,Bếp Của Mèo - Chả Hoa Online,10.8371340000000,106.6796510000000,"145/51/30 Lê Đức Thọ, P. 17, Quận Gò Vấp, TP. HCM","Shop Online, ",,"Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,yes,yes,yes,50.000 -150.000,7.7,7.6,6.8,7.2,9
4,Mochi Mochi - Kem Tự Chọn - Lê Văn Thọ,10.8380984000000,106.6579179000000,"324 Lê Văn Thọ, P. 11, Quận Gò Vấp, TP. HCM","Café/Dessert, ","Café - Kem, ","Món Việt, ",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,no,no,no,20.000 -50.000,8.3,8.3,8.5,8.2,8
5,Lẩu Gà Lá É Phú Yên - 128 Phạm Văn Đồng,10.8158980000000,106.6832530000000,"128 Phạm Văn Đồng, P. 3, Quận Gò Vấp, TP. HCM","Quán ăn, ","Thịt Gà, Lẩu, ","Món Miền Trung, ",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,no,no,no,50.000 -300.000,9.1,8.8,8.2,8.6,11
6,"Cô Năm - Bún Riêu, Bún Bò & Bún Giò",10.8453020000000,106.6448530000000,"556 Nguyễn Văn Khối (Cây Trâm), P. 9, Quận Gò Vấp, TP. HCM","Quán ăn, ","Bún, Thịt Heo, Món nước, ","Món Việt, ","06:00 - 14:00, 17:00 - 21:00","06:00 - 14:00, 17:00 - 21:00","06:00 - 14:00, 17:00 - 21:00","06:00 - 14:00, 17:00 - 21:00","06:00 - 14:00, 17:00 - 21:00","06:00 - 14:00, 17:00 - 21:00","06:00 - 14:00, 17:00 - 21:00",no,no,no,10.000 -50.000,8.1,8.1,7.5,7.8,10
7,Happy Cafecinema,10.8526169000000,106.6597500000000,"1144/18 Lê Đức Thọ, P. 13, Quận Gò Vấp, TP. HCM","Café/Dessert, Rạp chiếu phim, ","Café - Kem, ","Món Việt, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,yes,no,50.000 -100.000,8.9,8.8,9.0,8.5,9
8,Mr Chè - Chè Thái & Chè Thập Cẩm - Đường Số 2,10.8493090000000,106.6611220000000,"123/31/8 Đường Số 2, P. 16, Quận Gò Vấp, TP. HCM","Ăn vặt/vỉa hè, ","Bánh mì, Chè, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh tằm, ","Món Việt, ",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,no,yes,yes,10.000 -30.000,8.3,8.1,7.6,8.0,10
9,Cháo Ếch Singapore - Quang Trung,10.8358640000000,106.6596650000000,"357 Quang Trung, Quận Gò Vấp, TP. HCM","Ăn vặt/vỉa hè, ","Cháo, Ăn vặt - Ăn nhẹ, ","Món Á, Singapore, ",18:30 - 00:30,18:30 - 00:30,18:30 - 00:30,18:30 - 00:30,18:30 - 00:30,18:30 - 00:30,18:30 - 00:30,no,yes,yes,30.000 -60.000,6.0,0.0,0.0,6.0,19
10,Vuông Tròn Cafe,10.8371210000000,106.6598550000000,"24/2A Quang Trung, Quận Gò Vấp, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,no,15.000 -33.000,6.9,7.4,7.8,7.1,15
