RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Average_rating(5),Total votes
1,Cô Tư - Lẩu Gà Lá É,11.1403540000000,106.6061470000000,"21 Đường TC3, Xã Mỹ Phước, Thị Xã Bến Cát, Bình Dương","Quán ăn, ","Thịt Gà, Lẩu, ","Món Việt, ",14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,no,yes,no,100.000 -200.000,8.7,9.0,9.0,8.8,3
2,Ni Yom Thai Tea 39,11.1365570000000,106.6135030000000,"Đường DA1- 2, Ô 11 KĐT Mỹ Phước 2, KP. 3, P. Mỹ Phước, Thị Xã Bến Cát, Bình Dương","Café/Dessert, ","Thức uống, Trà sữa, ","Món Á, Món Thái, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,18.000 -60.000,7.3,7.7,7.0,7.7,3
3,Tina Baker - Tiệm Bánh Online,11.1528470000000,106.5901260000000,"254 Hùng Vương, Thị Xã Bến Cát, Bình Dương","Shop Online, ",,"Món Việt, ",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,yes,yes,yes,100.000 -200.000,8.8,8.0,6.8,8.0,4
4,Trái Cây Tô Phương Thy,11.0849540000000,106.6725690000000,"Hl-F5.31.10 Khu Nhà Xã Hội Becamex Hòa Lợi, Lê Lợi, Thị Xã Bến Cát, Bình Dương","Ăn vặt/vỉa hè, ","Trái cây, ","Món Việt, ",16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,yes,yes,yes,15.000 -30.000,9.5,9.3,8.5,9.0,4
5,Lẩu Bò Năm Thái,11.1026098899832,106.6380429267883,"Đường DJ6, KCN Mỹ Phước 3, P. Thới Hòa, Thị Xã Bến Cát, Bình Dương","Quán ăn, ","Thịt Bò, Lẩu, ","Món Việt, Món Miền Nam, ","00:00 - 00:00, 10:00 - 23:00","00:00 - 00:00, 10:00 - 23:00","00:00 - 00:00, 10:00 - 23:00","00:00 - 00:00, 10:00 - 23:00","00:00 - 00:00, 10:00 - 23:00","00:00 - 00:00, 10:00 - 23:00","00:00 - 00:00, 10:00 - 23:00",no,no,no,50.000 -150.000,8.8,8.3,7.5,8.2,4
6,Sala - Quán Ăn Gia Đình,11.0964385920744,106.5375240470214,"14 Tỉnh Lộ 744, Ấp Dòng Sỏi, Xã An Tây, Thị Xã Bến Cát, Bình Dương","Quán ăn, ","Lẩu, Đặc sản rừng, ","Món Việt, ",09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,yes,yes,yes,20.000 -300.000,8.3,7.5,8.0,7.8,4
7,Nhà Hàng Bò Bên Bên - Benben Beef Restaurant,11.1377015761352,106.6100668902130,"10 Lô H, Đường XC1, Mỹ Phước 2, Thị Xã Bến Cát, Bình Dương","Nhà hàng, ","Thịt Bò, Hải sản, Lẩu, Ăn vặt - Ăn nhẹ, ","Món Việt, Món Á, Món Trung Hoa, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,yes,yes,yes,20.000 -500.000,9.0,8.5,8.5,8.2,2
8,Quán HEALTHY - Đường NJ13,11.1040215000000,106.6353021000000,"Đường NJ13B , Khu Phố 3B, P. Thới Hòa, Thị Xã Bến Cát, Bình Dương","Quán ăn, ","Ăn vặt - Ăn nhẹ, Nem, ",,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,no,,10.0,10.0,10.0,10.0,3
9,Cháo Mộc,11.1352315000000,106.6146326000001,"Đường DA1-2, KCN Mỹ Phước 2, Thị Xã Bến Cát, Bình Dương","Quán ăn, ","Cháo, Ăn vặt - Ăn nhẹ, ","Món Việt, ",18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,no,no,no,10.000 -30.000,7.0,7.0,6.3,7.0,3
10,Moon Coffee,11.1502505607142,106.5900579097518,"1 Ngô Quyền, KP. 2, P. Mỹ Phước, Thị Xã Bến Cát, Bình Dương","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Trái cây, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,yes,no,yes,12.000 -30.000,9.0,9.0,9.0,8.8,2
11,Cháo Vịt Liên Thành,11.0813490000000,106.5480870000000,"Xã An Tây, Thị Xã Bến Cát, Bình Dương","Quán ăn, ","Cháo, Thịt Vịt, Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,no,no,no,20.000 -50.000,8.0,7.5,8.0,7.5,2
12,Hữu Sang - Cafe & Bida,11.1479650000000,106.5987980000000,"Đại Lộ Bình Dương, Thị Xã Bến Cát, Bình Dương","Café/Dessert, Billiards, ","Café - Kem, Thức uống, ","Món Việt, ",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,no,no,yes,10.000 -35.000,10.0,10.0,9.0,9.7,2
13,Sun - Trà & Bánh,11.0359881000000,106.6393616000000,"61 Đại Lộ Bình Dương, Thị Xã Bến Cát, Bình Dương","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Trà sữa, Sữa, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,15.000 -40.000,10.0,10.0,10.0,9.0,2
14,Thế Giới Bánh - Bakery & Tea,11.1395210000000,106.6092230000000,"C2 - 12A TC3, LCG Ruby Land, KCN Mỹ Phước, Thị Xã Bến Cát, Bình Dương","Quán ăn, ","Pizza & Pasta, Bánh - Kẹo, ",,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,yes,no,yes,10.000 -60.000,10.0,10.0,9.5,9.9,2
15,Hope Coffee,11.1366510000000,106.6096670000000,"Đường XC2, KCN Mỹ Phước 2, P. Mỹ Phước, Thị Xã Bến Cát, Bình Dương","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,9.000 -50.000,8.5,8.0,10.0,8.1,2
