RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Đảo Khỉ - Cần Giờ,10.406375,106.8897509999999,"Rừng Sác, Huyện Cần Giờ, TP. HCM","Thăm quan & chụp ảnh, ",,,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,no,no,no,35.000 -35.000,6.8,6.2,7.0,3.3,0.0
2,Bãi Biển 30 Tháng 4 - Cần Giờ,10.38771,106.921456,"Phan Đức, X. Long Hòa, Huyện Cần Giờ, TP. HCM","Thăm quan & chụp ảnh, ",,"Món Việt, ",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,no,no,no,,6.7,6.5,6.9,2.8,0.0
3,Cần Giờ Resort,10.3872890373773,106.9197390687866,"Đường Thạnh Thới, X. Long Hòa, Huyện Cần Giờ, TP. HCM","Khu nghỉ dưỡng, ",,"Món Việt, ",08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,yes,no,no,150.000 -330.000,6.8,6.8,7.0,4.1,0.0
4,Khu Du Lịch Sinh Thái Vàm Sát,10.4958802400448,106.7948431894183,"Xã Lý Nhơn, Huyện Cần Giờ, TP. HCM","Du lịch sinh thái, ",,"Món Việt, ",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,yes,no,no,,6.4,6.3,6.5,3.8,0.0
5,Đảo Thạnh An,10.465338,106.975288,"Ấp Thạnh Bình, Xã Thạnh An, Huyện Cần Giờ, TP. HCM","Thăm quan & chụp ảnh, ",,"Món Việt, ",07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,no,no,no,,7.3,7.2,7.9,3.9,0.0
6,Chợ Hàng Dương - Hải Sản Tươi Sống,10.387292,106.919455,"Ấp Long Thạnh, Thạnh Thới, Long Hòa, Huyện Cần Giờ, TP. HCM","Chợ, ","Thực phẩm, ","Món Việt, ",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,yes,yes,yes,50.000 -200.000,7.2,6.3,6.6,2.8,0.0
7,Tâm Ngọc Resort - Cần Giờ,10.37747,106.889194,"Ấp Đồng Hòa, Xã Long Hòa, Huyện Cần Giờ, TP. HCM","Nhà hàng, ","Hải sản, ","Món Việt, ",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,no,yes,no,100.000 -330.000,6.4,6.2,6.4,4.1,0.0
8,Quán Ăn Thanh Lịch - Cần Giờ,10.406923,106.966432,"185 Tắc Xuất, KP. Miếu Ba, TT. Cần Thạnh, Huyện Cần Giờ, TP. HCM","Quán ăn, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, ","Món Việt, ",08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,08:00 - 22:30,no,no,no,100.000 -165.000,7.6,7.0,6.8,3.8,0.0
9,Quán 100% Thiên Nhiên,10.3887898560476,106.9221646793212,"10/82 Phan Đức , Ấp Long Thạnh, X. Long Hoà, Huyện Cần Giờ, TP. HCM","Quán ăn, ","Tôm, Cua - Ghẹ, Hải sản, Mực, Sủi cảo, Đặc sản vùng, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,yes,no,15.000 -200.000,7.8,7.8,8.0,4.4,0.0
10,Hòn Ngọc Phương Nam - Khu Du Lịch Sinh Thái Biển,10.377338,106.89141,"Âp Đồng Hòa, Long Hòa, Huyện Cần Giờ, TP. HCM","Du lịch sinh thái, ",,"Món Việt, ",07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,yes,no,no,1.000.000 -2.200.000,0.0,0.0,6.7,2.8,0.0
