RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Quán Ven Sông - Cá Lăng & Tôm Sông Nướng,11.111134,106.79424,"Tỉnh Lộ 746, Ấp 2 Thạnh Phước, Thị Xã Tân Uyên, Bình Dương","Quán ăn, ","Hải sản, ","Món Việt, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,no,yes,yes,50.000 -150.000,9.3,8.7,9.0,4.6,0.0
2,Green Tea - Tạo Lực 1,11.036202,106.6939995,"77 Tạo Lực 1, Thị Xã Tân Uyên, Bình Dương","Café/Dessert, ","Món nước, Mì, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Trái cây, ","Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,yes,no,yes,15.000 -50.000,10.0,10.0,10.0,5.0,0.0
3,Go -The Milk Tea & Shopping +,11.0091011,106.7189293,"Tỉnh Lộ 746, Thị Xã Tân Uyên, Bình Dương","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Home-made, Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,yes,no,yes,16.000 -40.000,8.7,8.7,8.7,4.7,0.0
4,Moocha Milk Tea,11.099042,106.769061,"178 Tỉnh Lộ 747, Ấp 1, Xã Hội Nghĩa, Thị Xã Tân Uyên, Bình Dương","Café/Dessert, ","Thức uống, Trà sữa, ","Món Việt, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,no,no,yes,15.000 -35.000,8.0,8.0,7.3,3.7,0.0
5,Phố Đêm - Lẩu & Nướng Hải Sản,11.0058985356872,106.7211370915174,"ĐT 746, P. Tân Phước Khánh, Thị Xã Tân Uyên, Bình Dương","Quán nhậu, ",,"Món Việt, ",15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,yes,yes,yes,5.000 -75.000,8.0,7.5,7.7,3.5,0.0
6,Bánh Xèo Nhà Em,10.999028,106.7102316,"215C, KP. Bình Hòa 2, TT. Tân Phước Khánh, Thị Xã Tân Uyên, Bình Dương","Quán ăn, ","Bánh ướt, Bánh hỏi, Hủ tiếu, Món nước, Café - Kem, Sinh tố - Nước ép, Bánh cuốn, Ăn vặt - Ăn nhẹ, Bánh xèo, ","Món Việt, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,yes,no,yes,8.000 -220.000,6.3,0.0,0.0,3.7,0.0
7,"Khôi Nguyên - Cafe, Trà Sữa & Ăn Vặt",10.976595,106.753415,"Tỉnh Lộ 743, Tổ 3, KP. Mỹ Hiệp, T.T Thái Hòa, Thị Xã Tân Uyên, Bình Dương","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,yes,no,yes,10.000 -40.000,10.0,10.0,9.0,4.8,0.0
8,R2 Coffee,10.9762462470067,106.7564141750336,"Tỉnh Lộ 743, P. Thái Hòa, Thị Xã Tân Uyên, Bình Dương","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ","Món Việt, ",06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,06:30 - 22:30,no,no,yes,15.000 -28.000,9.0,9.0,10.0,4.8,0.0
9,"Tình - Phở, Cơm Tấm & Bún Bò Huế",11.1198924620431,106.7048175260424,"Ấp 4, Tổ 7, Xã Vĩnh Tân, Thị Xã Tân Uyên, Bình Dương","Quán ăn, ","Cơm Tấm, Món nước, Cơm, ","Món Việt, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,no,no,no,15.000 -30.000,6.5,6.5,6.5,2.1,0.0
10,Phở Hương,10.975492,106.763215,"Đường Vành Đai 3, Thị Xã Tân Uyên, Bình Dương","Quán ăn, ","Phở, Món nước, ","Món Việt, ",06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,06:00 - 20:00,no,no,no,30.000 -30.000,7.0,0.0,6.7,3.2,0.0
