RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Shopee_points(5),Foody_points(5)
1,Dimsum Quảng Đông - Há Cảo & Xíu Mại,10.8037132,106.7082525,"88/14 Bạch Đằng, P. 24, Bình Thạnh, TP. HCM",Ăn vặt/vỉa hè,"Dimsum ,  Ăn vặt - Ăn nhẹ ,  Nem ,  Cá/bò viên",06:30 - 23:30,06:30 - 23:30,06:30 - 23:30,06:30 - 23:30,06:30 - 23:30,06:30 - 23:30,06:30 - 23:30,"Món Việt ,  Món Á ,  Đài Loan ,  Món Trung Hoa ,  Malaysia",yes,yes,yes,0 - 0,0.0,0.0,0.0,4.5,0.0
2,Dimsum Homemade - Há Cảo Ngũ Sắc - Trần Khắc Chân,10.7929104,106.6921811,"4/61 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM",Ăn vặt/vỉa hè,"Bún ,  Mì ,  Dimsum ,  Home-made ,  Ăn vặt - Ăn nhẹ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,"Món Á ,  Món Trung Hoa",no,yes,yes,30.000 - 30.000,6.5,6.5,5.8,4.5,2.9
3,Dimsum Homemade - Há Cảo Đặc Biệt - 164 Hồ Bá Kiện,10.7833025,106.66634,"164 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",Quán ăn,"Dimsum ,  Halal",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
4,Dimsum Homemade - Há Cảo Đặc Biệt - Nguyễn Gia Trí,10.8027552,106.7148806,"29/4 Nguyễn Gia Trí, P. 25, Bình Thạnh, TP. HCM",Ăn vặt/vỉa hè,"Sủi cảo ,  Dimsum ,  Ăn vặt - Ăn nhẹ ,  Nem",,,,,,,,"Món Á ,  Món Trung Hoa",no,yes,yes,30.000 - 30.000,7.4,8.5,7.6,4.5,3.4
5,Dimsum A Mã - Ung Văn Khiêm,10.8081595,106.7125477,"42/22F Ung Văn Khiêm, P. 25, Bình Thạnh, TP. HCM",Quán ăn,Dimsum,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
6,Pao Dimsum - Nguyễn Thượng Hiền,10.77459,106.6836732,"249 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",Ăn vặt/vỉa hè,"Bánh ướt ,  Thịt Heo ,  Hải sản ,  Bánh bao ,  Hoành Thánh - Vằn Thắn ,  Sủi cảo ,  Bánh - Kẹo ,  Dimsum ,  Home-made ,  Ăn vặt - Ăn nhẹ ,  Nem",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,"Món Việt ,  Món Á",no,yes,yes,30.000 - 40.000,10.0,10.0,9.0,4.5,4.8
7,Xingfu Dimsum - Há Cảo & Dimsum - Thành Thái,10.7708662,106.6626859,"7A/22 Thành Thái, P. 14, Quận 10, TP. HCM",Quán ăn,Dimsum,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
8,Long Geylang - Cháo Ếch Geylang & Dimsum - 81 Nguyễn Công Trứ,10.769511,106.70291,"81 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Quận 1, TP. HCM",Quán ăn,Cháo,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,08:00 - 23:59,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
9,A Shùn Dimsum & Tea - Điểm Tâm Hongkong,10.768606,106.630137,"19 Nguyễn Văn Vịnh, P. Hiệp Tân, Tân Phú, TP. HCM",Café/Dessert,"Trà ,  Trà chanh ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,Món Việt,no,no,no,12.000 - 26.000,0.0,0.0,0.0,4.5,0.0
10,"Meiwei - Dimsum, Bánh Bao & Trà Sữa",10.8417405,106.6387539,"408 Phan Huy Ích, P. 12, Gò Vấp, TP. HCM",Quán ăn,"Bánh bao ,  Bánh - Kẹo ,  Dimsum ,  Ăn vặt - Ăn nhẹ ,  Nem",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,4.5,0.0
11,Há Cảo & Dimsum A Dục - Cư Xá Phú Lâm B,10.7525406,106.62878,"D38 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",Ăn vặt/vỉa hè,Dimsum,06:00 - 12:00,16:00 - 22:00,06:00 - 12:00,16:00 - 22:00,06:00 - 12:00,16:00 - 22:00,06:00 - 12:00,,no,yes,yes,0 - 0,0.0,0.0,0.0,4.5,0.0
