RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Chuối Nướng,11.2743562162704,106.357532814145,"134 Thống Nhất, Huyện Dầu Tiếng, Bình Dương","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,yes,yes,5.000 -15.000,9.0,8.0,7.0,4.6,0.0
2,Cô Tuyết - Chuyên Món Hải Sản,11.2802572379523,106.3643429428339,"188 Đường 13 Tháng 3, Huyện Dầu Tiếng, Bình Dương","Quán nhậu, ",,"Món Việt, ",15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,yes,yes,yes,35.000 -150.000,10.0,8.0,9.0,4.8,0.0
3,Quán Quê Nhà - Quán Ăn Bình Dân,11.2806501688113,106.3570856171966,"Trần Văn Trà, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Lẩu, ","Món Việt, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,no,no,no,15.000 -150.000,10.0,8.0,8.0,4.6,0.0
4,Bánh Xèo Bưng Còng,11.1622427982615,106.4496814459562,"Cổng Chào Dầu Tiếng, Tỉnh Lộ 744, Xã Thanh Tuyền, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Ăn vặt - Ăn nhẹ, Bánh xèo, ","Món Việt, ",15:00 - 20:00,15:00 - 20:00,15:00 - 20:00,15:00 - 20:00,15:00 - 20:00,15:00 - 20:00,15:00 - 20:00,no,no,no,15.000 -35.000,8.0,7.0,8.0,4.4,0.0
5,Phú Gia Bảo - Chuyên Các Món Nướng,11.2902686733961,106.3672454282641,"225 Hùng Vương, Huyện Dầu Tiếng, Bình Dương","Quán nhậu, ",,"Món Việt, ",15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,15:00 - 23:00,yes,yes,yes,5.000 -100.000,8.0,8.0,8.0,4.5,0.0
6,Bánh Cô Yến - Thống Nhất,11.2750046210798,106.3582600280642,"20 Thống Nhất, Tổ 7, Khu Phố 2, Huyện Dầu Tiếng, Bình Dương","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,yes,yes,5.000 -25.000,9.0,8.0,9.0,4.6,0.0
7,Rub Coffee - Hùng Vương,11.288816,106.367003,"229 Hùng Vương, TT. Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương","Café/Dessert, ",,"Món Việt, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,no,no,no,25.000 -50.000,8.0,6.0,8.0,4.3,0.0
8,Huynh Đệ Quán - Gà Ta Nấu Nấm,11.276301,106.356645,"Nguyễn Văn Linh, KP. 1, TT. Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Thịt Gà, Thịt Bò, Hải sản, Lẩu, ","Món Việt, ",08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,08:00 - 23:00,no,no,yes,20.000 -150.000,0.0,0.0,0.0,0.5,0.0
9,"Lương Gia Ký - Cơm, Bò Bít Tết & Mì Xào Giòn",11.2809930898486,106.3676165789365,"212 Đường 13 Tháng 3, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Thịt Bò, Beefsteak - Bò né, Cơm, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,20.000 -30.000,6.0,6.0,7.0,4.0,0.0
10,Bún Riêu - Chợ Bến Súc,11.161325,106.445307,"Chợ Bến Súc, Tỉnh Lộ 744, Xã Thanh Tuyền, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Món nước, ","Món Việt, ",10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,no,no,no,35.000 -35.000,7.0,7.0,7.0,1.8,0.0
11,Bún Bò Huế 74,11.445085783553,106.4856247231364,"74A Hòa Cường, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Món nước, ","Món Huế, Món Miền Trung, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,no,no,no,20.000 -30.000,0.0,0.0,0.0,0.0,0.0
12,Tre Nướng - Các Món Nướng,11.318616,106.483022,"Xã Long Hòa, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Thịt Heo, Hải sản, ","Món Việt, ",11:45 - 23:45,11:45 - 23:45,11:45 - 23:45,11:45 - 23:45,11:45 - 23:45,11:45 - 23:45,11:45 - 23:45,no,no,no,50.000 -200.000,0.0,0.0,0.0,0.0,0.0
13,Bò Né Bình Dân,11.2881926994793,106.3666801527142,"50C Hùng Vương, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Thịt Bò, Beefsteak - Bò né, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,20.000 -30.000,0.0,0.0,0.0,0.0,0.0
14,Phố Ẩm Thực Cây Khế - Dê Tươi & Cá Đồng,11.2703161478779,106.353864558041,"101/2 Ngô Quyền, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Thịt Dê, Hải sản, Cá, Đặc sản rừng, ","Món Việt, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,no,no,no,30.000 -300.000,0.0,0.0,0.0,0.0,0.0
15,"Tứ Chiên - Phở Bò, Lẩu Bò & Bò Nướng",11.2814787247637,106.3640432059764,"351 Hùng Vương, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Phở, Món nước, Lẩu, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,20.000 -150.000,0.0,0.0,0.0,0.0,0.0
16,Ngọc Nga - Cháo Dinh Dưỡng,11.274477874485,106.3577752187848,"15 Thống Nhất, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Cháo, Ăn vặt - Ăn nhẹ, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,10.000 -20.000,0.0,0.0,0.0,0.0,0.0
17,Hiền Khanh ĐaKao - Cafe Sân Vườn & Trà Sữa,11.2657472872325,106.3680866360664,"70 - 72 Đường Tỉnh 744, Huyện Dầu Tiếng, Bình Dương","Café/Dessert, ","Café - Kem, Thức uống, Trái cây, Trà sữa, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,yes,10.000 -20.000,0.0,0.0,0.0,0.0,0.0
18,PDP Yoga Coffee,11.2808746453777,106.368167156105,"Đường 13 Tháng 3, KP2, TT. Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương","Café/Dessert, ","Café - Kem, Thức uống, ","Món Việt, ",05:30 - 20:30,05:30 - 20:30,05:30 - 20:30,05:30 - 20:30,05:30 - 20:30,05:30 - 20:30,05:30 - 20:30,yes,no,yes,15.000 -35.000,0.0,0.0,0.0,0.0,0.0
19,"Bà Tám - Bánh Xèo, Bánh Khọt & Chả Giò",11.2819078057082,106.3732938095927,"32 Đường 13 Tháng 3, Huyện Dầu Tiếng, Bình Dương","Ăn vặt/vỉa hè, ","Bánh khọt, Chả giò, Ăn vặt - Ăn nhẹ, Bánh xèo, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,yes,yes,10.000 -30.000,0.0,0.0,0.0,0.0,0.0
20,"Bánh Canh, Hủ Tiếu & Miến Gà",11.2812123983378,106.3683857023716,"205 Đường 13 Tháng 3, Huyện Dầu Tiếng, Bình Dương","Quán ăn, ","Thịt Gà, Hủ tiếu, Món nước, Bánh canh, Miến, ","Món Việt, ",06:00 - 09:00,06:00 - 09:00,06:00 - 09:00,06:00 - 09:00,06:00 - 09:00,06:00 - 09:00,06:00 - 09:00,no,no,no,10.000 -20.000,0.0,0.0,0.0,0.0,0.0
