RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Hiền - Bánh Canh Cua,10.8066301,106.6983477,"395 Bùi Đình Túy, P. 14, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Bún, Thịt Heo, Món nước, Mì, Bánh canh, Miến, Cơm, ","Món Việt, ",07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,no,no,no,25.000 -30.000,7.0,6.8,6.8,4.1,0.0
2,Beefsteak Titi - Vũ Huy Tấn,10.795724,106.694671,"67/4/118 Vũ Huy Tấn (Đối Diện 50), P. 3, Quận Bình Thạnh, TP. HCM","Nhà hàng, ","Thịt Bò, Beefsteak - Bò né, Salad, ","Pháp, Ý, Châu Mỹ, ",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,no,yes,yes,55.000 -110.000,7.1,6.1,6.1,3.1,0.0
3,Le Steak - Beefsteak Bò,10.8057469584707,106.7135504111145,"Hẻm 24 Đường D5, P. 25, Quận Bình Thạnh, TP. HCM","Nhà hàng, ","Thịt Bò, Beefsteak - Bò né, ","Quốc tế, ",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,no,yes,yes,50.000 -200.000,8.9,6.8,6.8,4.4,0.0
4,Hanuri - Quán Ăn Hàn Quốc - Xô Viết Nghệ Tĩnh,10.7939338,106.7089096,"121 Xô Viết Nghệ Tĩnh, P. 17, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Thịt Gà, Lẩu, ","Món Á, Món Hàn, ",09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,09:00 - 21:30,no,no,no,50.000 -150.000,7.6,7.2,6.7,3.2,0.0
5,Morico - Contemporary Japanese Lifestyle - Saigon Pearl,10.7908811,106.7190231,"Tầng trệt, Tòa nhà Sapphire, Số 92 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM","Nhà hàng, Café/Dessert, ","Bún, Mì, Sushi & Sashimi, Bánh - Kẹo, Salad, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, ","Món Nhật, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,yes,yes,yes,70.000 -165.000,8.0,7.9,7.8,3.9,0.0
6,Góc Đà Lạt - Ăn Vặt & Bánh Tráng Nướng,10.805,106.71581,"145 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Bánh tráng, Trà chanh, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh Căn, ","Món Việt, ",17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,no,yes,yes,10.000 -28.000,7.4,7.0,6.3,3.9,0.0
7,Ăn Vặt Sơn Ca - Cá Viên Chiên - Điện Biên Phủ,10.8018495,106.7105591,"361 Điện Biên Phủ, P. 15, Quận Bình Thạnh, TP. HCM","Ăn vặt/vỉa hè, ","Bún, Mì, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, ","Món Việt, ",11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,yes,yes,yes,3.000 -20.000,7.5,6.8,6.6,4.0,0.0
8,Tacos & Hamburger 24/7,10.804185,106.705254,"194/19/25 Bạch Đằng, P. 24, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Bánh mì, Gà rán, Bún, Mì, Pizza & Pasta, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Fastfood - Thức ăn nhanh, ","Món Việt, ",00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,00:01 - 23:59,no,no,yes,25.000 -55.000,8.3,8.0,7.8,2.4,0.0
9,Kimbap FC - Món Ăn Hàn Quốc,10.7963693,106.7014715,"71/5 Điện Biên Phủ, P.15, Quận Bình Thạnh, TP. HCM","Quán ăn, ","Cơm Chiên, Thịt Bò, Sushi & Sashimi, Cơm, ","Món Á, Món Hàn, ",09:00 - 21:35,09:00 - 21:35,09:00 - 21:35,09:00 - 21:35,09:00 - 21:35,09:00 - 21:35,09:00 - 21:35,yes,no,yes,25.000 -50.000,6.4,6.1,0.0,4.0,0.0
10,Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh,10.8000684,106.7127907,"294/63 Xô Viết Nghệ Tĩnh, P. 21, Quận Bình Thạnh, TP. HCM","Ăn vặt/vỉa hè, Quán ăn, ","Thịt Gà, Bún, Mì, Món nước, Lẩu, Miến, Salad, Cơm văn phòng, Cơm, Fastfood - Thức ăn nhanh, ","Món Á, Món Hàn, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,yes,no,yes,30.000 -50.000,6.7,6.3,6.2,2.5,0.0
