RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Style,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),Foody_points(5),Shopee_points(5)
1,Chè Minh Anh,10.0403370819369,105.7617055624723,"138K/6 Nguyễn Văn Cừ Nối Dài, Quận Ninh Kiều, Cần Thơ","Ăn vặt/vỉa hè, ","Chè, Ăn vặt - Ăn nhẹ, ","Món Việt, ",18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,no,yes,yes,5.000 -15.000,7.6,6.8,6.3,7.3,0.0
2,Cô Phượng - Bún Măng & Cơm,10.050931,105.773093,"23/3A Nguyễn Văn Cừ, P. An Hòa, Quận Ninh Kiều, Cần Thơ","Quán ăn, ","Cơm Tấm, Bún, Bào Ngư, Hải sản, Món nước, Cá, Cơm, ","Món Miền Nam, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,20.000 -30.000,7.9,7.5,7.5,7.7,0.0
3,Trứng Chén 67,10.0115379,105.7646674,"49/1C Trần Hoàng Na, Quận Ninh Kiều, Cần Thơ","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ","Món Việt, ",16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,no,yes,yes,5.000 -15.000,7.9,8.0,7.1,7.6,0.0
4,Bún Chả Giò - Trần Hưng Đạo,10.033633,105.775072,"135N Trần Hưng Đạo, Quận Ninh Kiều, Cần Thơ","Quán ăn, ","Bún, Món nước, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,15.000 -25.000,7.5,6.8,7.1,7.2,0.0
5,Phở Nghĩa,10.039548,105.77679,"12C Trần Hưng Đạo, P. An Cư, Quận Ninh Kiều, Cần Thơ","Quán ăn, ","Phở, Bún, Thịt Bò, Món nước, ","Món Việt, ",18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,18:00 - 22:00,no,no,no,25.000 -30.000,8.2,7.9,7.3,7.9,0.0
6,Belle - Trà Sữa,10.037172,105.7718668,"112 Mậu Thân, P. An Nghiệp, Quận Ninh Kiều, Cần Thơ","Café/Dessert, ","Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Nước ngọt, Trà sữa, ","Món Việt, ",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,no,no,no,10.000 -20.000,8.1,8.0,7.9,8.0,0.0
7,Kissho - Lẩu Kem & Trà Sữa - Phan Văn Trị,10.032322,105.780828,"1/37 Phan Văn Trị, Quận Ninh Kiều, Cần Thơ","Café/Dessert, ","Café - Kem, Thức uống, Trà sữa, ","Món Việt, Mỹ, Món Âu, Pháp, Ý, Châu Mỹ, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,no,no,yes,15.000 -90.000,6.9,0.0,0.0,6.3,0.0
8,Lê Bình Cafe,10.0237338,105.7670535,"174 Đường 3 Tháng 2, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ","Café/Dessert, ","Đậu hũ, Café - Kem, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,no,yes,10.000 -30.000,6.9,6.5,6.9,6.9,0.0
9,Lẩu Bò 999,10.0256313,105.7789639,"Nguyễn Thị Minh Khai, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ","Quán ăn, ","Thịt Bò, Lẩu, ","Món Việt, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,no,yes,no,50.000 -200.000,7.7,7.3,6.4,7.0,0.0
10,Quán Soda - Chợ Đêm Trần Phú,10.05198,105.7891962,"Chợ Đêm Trần Phú, Lô 66, Quận Ninh Kiều, Cần Thơ","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, Thức uống, ","Món Việt, Miền Tây, Món Miền Nam, ",17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,17:00 - 22:00,no,yes,yes,8.000 -20.000,7.7,7.3,7.1,7.3,0.0
